title,genre,subgenre,description,thumbnail,age_rating,cast
태극기 휘날리며,영화,"모험, 드라마, 액션","1950년 6월. 서울 종로에서 가족의 생계를 책임지기 위해 열심히 살아가는 진태는 힘든 생활 속에도 약혼녀 영신과의 결혼과, 세상에서 가장 소중하게 생각하는 동생 진석의 대학진학을 위해 언제나 활기차고 밝은 생활을 해 나간다. 6월의 어느 날, 한반도에 전쟁이 일어났다는 호외가 배포되면서 평화롭기만 하던 서울은 순식간에 싸이렌 소리와 폭발음, 그리고 사람들의 비명 소리로 가득해진다. 이에 남쪽으로 피난을 결정한 진태는 영신과 가족들을 데리고 수많은 피난행렬에 동참하지만, 피난열차를 타기 위해 도착한 대구역사에서 거대한 운명의 소용돌이에 말려들고 만다.",https://image.tmdb.org/t/p/w500/9ZfNS44SZQd13EVUSu0VwEo7y18.jpg,15세 이상,"장동건, 원빈, 이은주, 공형진, 이영란"
더 커버넌트,영화,"스릴러, 액션","끝이 보이지 않았던 전쟁의 한가운데 미 육군 소속 상사 ‘존 킨리’(제이크 질렌할)는 습격을 당한다. 목숨을 잃을 절체절명의 순간, 그는 현지 통역사 ‘아메드’(다 살림)의 도움으로 생환에 성공하고 ‘아메드’와 그의 가족들이 미국에서 살 수 있도록 최선을 다 하겠다고 약속한다 생환 이후의 어느 날, ‘존 킨리’는 자신을 도와주었던 ‘아메드’가 미국에 오지 못했으며 적들에게 억류되어 있다는 사실을 알게 된다.",https://image.tmdb.org/t/p/w500/11EHXs37YRZPyIyJjlUB2FAnbys.jpg,15세 이상,"제이크 질렌할, 다르 살림, 숀 새거, 제이슨 웡, 리스 예이츠"
타짜 신의손,영화,드라마,"삼촌 ‘고니’를 닮아 어린 시절부터 남다른 손재주와 승부욕을 보이던 ‘대길’(최승현 분)은 고향을 떠나 서울 강남의 하우스에서 ‘타짜’로 화려하게 데뷔하지만, 한 순간에 모든 것을 잃고 우연히 ‘고니’의 파트너였던 ‘고광렬’(유해진 분)을 만난다. ‘고광렬’과 함께 전국을 유랑하던 ‘대길’은 절대 악의 사채업자 ‘장동식’(곽도원 분)은 물론, 전설의 타짜 ‘아귀’(김윤석 분)까지 ‘타짜’들과 목숨줄이 오가는 한 판 승부를 벌이는데…",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20140819_243%2F1408432915315hGXts_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,19세 이상,"최승현, 신세경, 곽도원, 유해진, 김윤석"
셋이 좋아,영화,드라마,세 명의 친구가 겪는 우정과 갈등을 그린 드라마.,https://image.tmdb.org/t/p/w500/2p98SdABzEuDmbvpc1kASWgMvYn.jpg,19세 이상,"알리나 체반, 자카르 샤드린, 아르투르 알리예프, 옐리자베타 칠리크, 다리아 지카르스카"
1승,영화,"코미디, 드라마","파직, 파면, 파산, 퇴출, 이혼까지 인생에서도 패배 그랜드슬램을 달성 중인 배구선수 출신 감독 우진은 해체 직전의 프로 여자배구단 핑크스톰의 감독을 맡아 달라는 제안을 받는다.에이스 선수의 이적으로 이른바 떨거지 선수들만 남은 팀 핑크스톰은 새로운 구단주 정원의 등장으로 간신히 살아나지만 실력도, 팀워크도 이미 해체 직전 상태. 그 와중에 막장, 신파는 옵션, 루저들의 성장 서사에 꽂힌 정원은 핑크스톰이 딱 한번이라도 1승을 하면 상금 20억을 풀겠다는 파격 공약을 내세운다.모두가 주목하는 구단이 됐지만 압도적인 연패 행진을 이어가는 핑크스톰. 패배가 익숙했던 우진도 점점 울화통이 치밀고, 경험도 가능성도 없는 선수들과 함께 단 한번만이라도 이겨보고 싶은 마음이 생기는데…",https://image.tmdb.org/t/p/w500/5aVi1Q5Br3c5fS2n75zI9JGeOxb.jpg,12세 이상,"송강호, 박정민, 장윤주, 박명훈, 이민지"
늘봄가든,영화,"스릴러, 공포, 드라마","소희는 언니 혜란의 만류에도 불구하고, 남편의 유일한 유산인 한적한 시골의 저택 ‘늘봄가든’으로 이사를 간다. 그곳을 방문한 후 그들은 이유를 알 수 없는 기이하고 섬뜩한 일들을 겪게 되는데…",https://image.tmdb.org/t/p/w500/vLEAgOCVLKMpwccHGDc2L01sPxu.jpg,15세 이상,"조윤희, 김주령, 허동원, 정인겸, 추예진"
블랙 워,영화,"액션, 스릴러",위장 잠입 수사를 벌이던 CIA 요원 ‘스콧’은 밀실에서 눈을 뜬다. 햇빛도 들지 않는 깜깜한 방의 정체는 심해 17만 킬로미터를 내달리는 잠수함 속 함정에 빠져 일명 ‘이동하는 감옥’에 갇힌 ‘스콧’은 빠져나가기 위해 안간힘을 쓴다. 피와 배신이 난무하는 ‘블랙 사이트’에서 누명을 벗고 탈출해야만 한다!,https://image.tmdb.org/t/p/w500/ddzW99aBBomWFgVPvq1tRCYuJw7.jpg,15세 이상,"장-클로드 반담, 돌프 룬드그렌, 패트릭 킬패트릭, 알 사피엔자, 재스민 왈츠"
페이크 러브,영화,"로맨스, 코미디","누가 봐도 완벽해 보이는 커플인 비와 벤. 하지만 황홀했던 첫 데이트는 예상치 못한 오해로 꼬일 대로 꼬여버리고, 우연히 같은 결혼식에 초대받은 둘은 자신들을 엮어주려는 주위 사람들의 성화에 못 이겨 서로에게 빠진 척 진짜 같은 가짜 연애를 하기 시작한다.",https://image.tmdb.org/t/p/w500/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,15세 이상,"시드니 스위니, 글렌 파월, 미아 아르테미스, 냇 부캐넌, GaTa"
청설,영화,"드라마, 로맨스","대학생활은 끝났지만 하고 싶은 것도, 되고 싶은 것도 없어 고민하던 용준. 엄마의 등쌀에 떠밀려 억지로 도시락 배달 알바를 간 용준은 완벽한 이상형 여름과 마주친다. 부끄러움은 뒷전, 첫눈에 반한 여름에게 용준은 서툴지만 솔직하게 다가가고 여름의 동생 가을은 용준의 용기를 응원한다. 손으로 말하는 여름과 더 가까워지기 위해 더 잘 듣기보단 더 잘 보고 느끼려 노력하지만, 마침내 가까워졌다 생각하던 찰나 여름은 왜인지 자꾸 용준과 멀어지려 하는데…",https://image.tmdb.org/t/p/w500/tKV0etz5OIsAjSNG1hJktsjbNJk.jpg,전체 이용가,"홍경, 노윤서, 김민주, 정용주, 정혜영"
파이터스 라이프,영화,"스릴러, 드라마, 액션","한때 전설적인 격투기 선수였던 앨릭스 포크너는 은퇴 후 무술 도장을 운영하며 소박하게 살아간다. 앨릭스는 도장을 찾아온 학부모 사만다에게 이끌리고, 두 사람은 서로의 아픔을 보듬으며 점차 가까워진다. 그러던 어느 날, 앨릭스의 도장에서 여자아이 둘이 실종되고, 앨릭스는 아이들의 행방을 찾아 나서는데... 아이들을 지키기 위한 파이터의 마지막 싸움이 시작된다!",https://image.tmdb.org/t/p/w500/68iDiEQ0N1haArlofTuqXlPL7Pq.jpg,15세 이상,"브렌 포스터, 캐시 하워스, 루크 포드, 애너벨 스테픈슨, 앤서니 나시프"
페라리,영화,"액션, 드라마","1960년대, 매출 감소에 빠진 포드는 판매 활로를 찾기 위해 페라리와의 인수 합병을 추진한다. 막대한 자금력에도 불구, 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는 르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다. 지옥의 레이스로 불리는 르망 24시간 레이스. 출전 경험조차 없는 포드는 대회 6연패를 차지한 페라리에 대항하기 위해 르망 우승자 출신 자동차 디자이너 캐롤 셸비를 고용하고, 그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인 레이서 켄 마일스를 자신의 파트너로 영입하는데...",https://image.tmdb.org/t/p/w500/wBUoWL4z0nsvC9cYT3VCc74X3jE.jpg,12세 이상,"아담 드라이버, 페넬로페 크루즈, 쉐일린 우들리"
2025 MLB코리안 빅리거 출전경기,스포츠,스포츠,2025 MLB코리안 빅리거 출전경기,,전체 이용가,정보 없음
심야 괴담회 5,예능,토크쇼,"한밤중에 모여 오싹한 괴담을 나누고, 시청자들의 실제 사연을 재구성하여 들려주는 이야기 예능 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250625_262%2F1750812859002Tl5o8_JPEG%2F2800993a993aafca0d0bd5adca94f3cc.jpg,15세 이상,"김구라, 김숙, 김호영, 김아영"
60분 드라마,드라마,휴먼,매주 시청자들의 흥미를 끄는 사건과 인물들을 다룬 60분 분량의 드라마입니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240723_184%2F1721695667114fPWYm_JPEG%2Fd1524ea2d1cddefea8ef85fec29f1001.jpg,15세 이상,"김용만, 김성주, 안정환, 정형돈"
바다 건너 사랑 3,예능,교양,출연진들이 해외를 배경으로 낯선 문화를 체험하며 현지인들과 소통하고 진정한 사랑과 관계의 의미를 찾아가는 교양 예능 프로그램.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241202_137%2F1733128299672HjSaR_JPEG%2F57_poster_image_1733128299663.jpg,전체 이용가,"전광렬, 전미도, 정영주, 명세빈, 안현모"
어쩌다 발견한 하루,드라마,코미디,"여고생 단오가 정해진 운명을 거스르고 사랑을 이뤄내는 본격 학원 로맨스 드라마. 여고생 단오(김혜윤)의 일상이 뒤집힌다! 어쩌다 발견한 이 세상이 순정만화 속이란 사실! 그럼 여자주인공인 나와 운명적인 사랑을 할 남자주인공은 누구?! 순정만화 주인공들의 썸에 이용되기만 하는 엑스트라 단오(김혜윤). 약혼자 백경(이재욱)에겐 상처만 받는데, 그때 단오를 구해주러 나타난 한 남학생의..넓은 등짝?",https://image.tmdb.org/t/p/w500/2aOnQZujbBHy0v54bBoPXpweUrm.jpg,15세 이상,"김혜윤, 로운, 이재욱, 이나은, 정건주"
특선 시리즈 카지노,드라마,범죄 스릴러_수사극,"카지노의 전설이었던 ‘차무식’이 위기를 맞이한 후, 코리안데스크 '오승훈'의 집요한 추적에 맞서 인생의 마지막 베팅을 시작하는 이야기",https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230327_173%2F1679908134320DRFUb_JPEG%2F2c68485ca5fb12af50a4f7dffd56e29b.jpg,19세 이상,"최민식, 손석구, 이동휘, 홍기준, 허성태"
어린이 동물티비,예능,애니멀,지금까지 본 적 없는 어린이와 동물의 만남! 동물을 배움에 접목시킨 유일무이한 어린이 동물 프로그램이다.,https://image.tmdb.org/t/p/w500/ubZ8oMIjU2ppNIaVRG1fqkMJL5t.jpg,전체 이용가,캠벨 에이시아
불후의 명곡,예능,음악예능,시대를 풍미한 명곡들을 다양한 가수들이 자신만의 스타일로 재해석하여 경연을 펼치는 음악 프로그램,https://image.tmdb.org/t/p/w500/k3HDQWA5STc5ZUX81wfJ1pNuHwx.jpg,12세 이상,"신동엽, 김준현, 이찬원"
뮤직뱅크,예능,음악예능,다양한 장르의 대중가요 및 최신 음악 정보를 전달하는 고품격 가요 쇼 프로그램,https://image.tmdb.org/t/p/w500/iJ1cXZToYgiOTg7njLyl695rM5F.jpg,15세 이상,"문상민, 민주"
신상출시 편스토랑,예능,쿡방_먹방,"연예계 소문난 맛.잘.알 6인의 스타들이 혼자 먹기에 아까운 필살의 메뉴를 공개, 이 중 메뉴 평가단의 평가를 통해 승리한 메뉴가 방송 다음 날 실제로 전국의 편의점에서 출시되는 신개념 편의점 신상 서바이벌 프로그램",https://image.tmdb.org/t/p/w500/ujBF2OTTAtacUTPTicpXPL6T4l1.jpg,12세 이상,"이원일, 도경완, 진세연, 이영자, 정일우"
츄젠지 선생님의 괴담 강의록 세상에 기묘한 일 따윈 없다,애니,키즈,학원×괴이×미스터리,https://image.tmdb.org/t/p/w500/KcJ3PvLlFxEcJ9hBBGgnac567H.jpg,12세 이상,"마에다 카오리, 코니시 카츠유키, 타치바나 신노스케, 니시 슈우야, 호시노 타카노리"
아스트로 노트,애니,키즈,"조식이 포함된 아파트 '아스트로소'를 무대로 한 요리사와 집주인의 달콤하면서도 씁쓸한 연애 이야기. 미야사카는 자신이 만든 아침 식사로, 너무 귀여운 집주인 미라의 마음을 꿰뚫을 수 있는 것인가!? 단지, 그런 사랑이야기 뿐이라고 생각하고 있으면 큰 실수. 두 사람의 사이에는 다양한 룸메이트들과 저 멀리서 온 외계인과 의문의 스파이 로봇까지 나타나는데.... 일상에서는 있을 수 없는 불가사의한 현상이 일어나, 이야기는 장대한 미스터리로 비약한다!! 지구, 아니 우주의 행방을 담당하는 <열쇠>의 수수께끼란? 두 사람의 사랑의 결말은??",https://image.tmdb.org/t/p/w500/2txBpm21pBgVj9jf1YAoZP2aHyt.jpg,전체 이용가,"마아야 우치다, 소마 사이토, 리에 쿠기미야, 토모카즈 스기타, 신이치로 미키"
뽀로로 극장판 드래곤캐슬 대모험,영화,"모험, 판타지, 애니메이션","신나게 놀던 뽀로로와 친구들 머리 위로 붉은색 불꽃과 함께 빨간 꼬마 드래곤 아서가 나타난다. 자신이 드래곤의 왕이라며 대뜸 드래곤 하트를 찾아오라 명령하는 아서를 보고 뽀로로와 친구들은 어리둥절한다. 그때, 아서와 함께 온 보석에서 붉은 기운이 나와 크롱을 거대한 드래곤으로 만들고, 하늘에서 내려온 빛이 아이들을 드래곤캐슬에 떨어뜨린다. 아서가 다스렸던 드래곤캐슬은 전혀 다른곳으로 변해 있었고, 왕좌에 앉은 마법사 게드는 드래곤 하트를 내놓으라며 크롱을 잡으려 한다. 드래곤이 된 크롱과 친구들은 무사히 돌아갈 수 있을까?",https://image.tmdb.org/t/p/w500/fHD3qMzowRDH8DhPBfYZOaRzg4h.jpg,전체 이용가,"이선, 이미자, 김현지, 홍소영, 정미숙"
엉뚱발랄 콩순이와 친구들2,애니,키즈,엉뚱하고 발랄한 상상으로 항상 할 '말'이 많은 공순이와 커리어와 가사와 육아까지 항상 할 '일'이 많은 바쁜 엄마. 공순이는 엄마에게 하고 싶은 말도 많고 엄마랑 하고 싶은 놀이도 많아 엄마를 졸졸 따라다니지만 엄마는 늘 바쁘다고 말한다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F51%2F57%2F77%2F57_2515777_poster_image_1429580714658.jpg,전체 이용가,"콩순이, 세요, 콩콩이, 엄마, 아빠"
한국사 대모험,애니,키즈,"고구려 공주이자 평원왕의 딸 평강과 대학자 설쌤은 삼족오의 부마가 될 온달을 찾아 현대로 향한다. 역사 지식이 부족한 온달을 위해 설쌤과 평강, 온달은 반려견 로빈과 함께 조선시대로 시간 여행을 떠난다.",https://image.tmdb.org/t/p/w500/tCy1EaWbkim0E7d6phZRJtjUEJX.jpg,전체 이용가,정보 없음
뚜식이 4,애니,키즈,뚜식이 4의 자세한 내용은 아직 공개되지 않았습니다. 뚜식이 시리즈의 최신 에피소드일 것으로 예상됩니다.,정보 없음,전체 이용가,정보 없음
원픽은 흔한남매3,애니,키즈,흔한남매가 펼치는 유쾌한 일상 이야기를 담은 애니메이션 시리즈,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240228_231%2F1709090895544Xdaoj_JPEG%2F57_poster_image_1709090895527.jpg,전체 이용가,정보 없음
뽀로로 극장판 바닷속 대모험,영화,"판타지, 모험, 애니메이션","바다의 수호자 ‘레드헌터스’를 이끄는 ‘머록’ 대장을 따라 바다를 지키는 영웅이 되기 위해 바닷속 모험을 떠난 뽀로로와 친구들. 하지만 거대한 괴물 ‘시터스’가 뽀로로와 친구들의 잠수함을 통째로 삼켜버리고, ‘머록’ 대장의 도움으로 가까스로 구출된 ‘뽀로로’와 ‘크롱’은 ‘시터스’에게 잡혀간 친구들을 구하기 위해 ‘최후의 시터스’ 사냥에 나선 ‘레드헌터스’의 마지막 작전에 함께하기로 한다. 그러나, 비밀스러운 소녀 ‘마린’이 나타나 그들의 작전을 방해하기 시작하고 바닷속에 숨겨진 진짜 비밀이 드러나게 되는데… 과연, 뽀로로와 친구들은 신비한 비밀을 풀고 진정한 ‘씨 가디언즈’가 될 수 있을까?",https://image.tmdb.org/t/p/w500/nMhGav6ZfaBOt7f6CBrJjZ0EVdk.jpg,전체 이용가,"이선, 이미자, 함수정, 홍소영, 정미숙"
호텔 인휴먼즈,영화,"드라마, 애니메이션",인간이 아닌 존재들이 투숙하는 특별한 호텔에서 펼쳐지는 기묘하고 감동적인 이야기를 그린 드라마 애니메이션.,https://image.tmdb.org/t/p/w500/6ZHkFKJekNYADTByu3QI7vJaUbC.jpg,12세 이상,"고우석, 백혜나"
명탐정 코난 극장판1 시한장치의 마천루,영화,"미스터리, 스릴러","명탐정 코난의 첫 극장판으로, 천재 탐정 코난이 정체를 알 수 없는 폭파범으로부터 도시에 설치된 시한폭탄의 위협을 막고 연쇄 폭파 사건을 해결하는 미스터리 스릴러 애니메이션 영화입니다.",https://movie-phinf.pstatic.net/20111220_118/1324355523292l3e3j_JPEG/movie_image.jpg?type=w640_2_q70,12세 이상,"김선혜 (코난), 강수진 (쿠도 신이치), 이현진 (모리 란), 이정구 (모리 코고로)"
KBS네트워크 특선 행복충청전,예능,교양,한국방송공사 제작으로 각 지역의 특색을 다룬 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F66%2F48%2F04%2F57_664804_poster_image_1533684350671.jpg,전체 이용가,정보 없음
올여름은 국내로 동네 한 바퀴,보도,보도,"올여름 국내 여행을 계획하는 시청자들을 위해 전국 각지의 숨겨진 동네와 명소를 소개하고, 즐길 거리를 탐방하는 생활 정보형 보도 프로그램",https://images.unsplash.com/photo-1596541620023-e18e8d8d3f6d?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=1470&q=80,전체 이용가,정보 없음
KBS네트워크 특선 세상다반사,예능,교양,한국방송공사 제작으로 각 지역의 특색을 다룬 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F66%2F48%2F04%2F57_664804_poster_image_1533684350671.jpg,전체 이용가,정보 없음
스카우트 6 얼리어잡터,예능,교양,새로운 제품을 먼저 접하는 얼리어답터처럼 또래보다 먼저 직업의 세계에 도전한 직업계고 학생들을 의미하는 얼리어잡터! 특별한 10대들의 직업탐구생활얼리어잡터들의 놀라운 성장 스토리가 공개된다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250509_86%2F1746771684281AtrKD_JPEG%2Fd6c89be47938ae8a7f8a0bde6b0ebcc9.jpg,전체 이용가,"장성규, 황광희, 우주소녀 다영, 조나단"
추적 60분,예능,교양,"Since 1983, 대한민국 최초의 탐사 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240829_49%2F1724916077803s2rTx_JPEG%2F57_659746_poster_image_1724916077795.jpg,전체 이용가,정보 없음
독립영화관,영화,다큐멘터리,"독립영화가 가진 다양성의 가치를 존중하며, 문화의 다양성을 보여주고, 시대의 흐름을 놓치지 않는 특별하고도, 새로운 가능성을 가진 작품을 소개하는 프로그램",https://image.tmdb.org/t/p/w500/9mZjW3R6wpL3EeVzr4mavlIeOJR.jpg,15세 이상,백승주
모양새 친구들,애니,키즈,고향으로 돌아가기 위해 모양새를 쫓아 고군분투하는 뚜뮤와 지구별에 대한 호기심이 가득한 모양새 친구들의 좌충우돌 이야기,https://image.tmdb.org/t/p/w500/Mp3cKuExYVIywm86QthCtbi0LG.jpg,전체 이용가,"네모, 동그라미, 세모, 뚜뮤, 뽀"
헬로카봇 시즌12 붐바,애니,키즈,이번엔 붐바 카봇이다! 거침없는 붐바 음악과 함께 지구를 지키는 카봇들! 붐바 카봇의 활약을 기대하세요! 신나는 음악의 친구들! 붐바 카봇들과 함께하는 헬로카봇 시즌 12 붐바!,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220324_128%2F1648106143177bVg48_JPEG%2F161a764966d9cb7b618e342b04e31aa6.jpg,7세 이상,정보 없음
마카앤로니 2,애니,키즈,마카와 로니가 펼치는 즐거운 모험 이야기.,https://example.com/maca_and_roni_2_thumbnail.jpg,전체 이용가,"마카, 로니, 박사, 알바고"
아따맘마 리마스터,애니,키즈,평범하지만 평범하지 않은 아따맘마 가족의 유쾌하고 따뜻한 일상을 그린 인기 애니메이션의 리마스터 버전입니다. 더욱 선명해진 화질과 음향으로 아따맘마 가족의 좌충우돌 에피소드를 만나보세요.,https://image.laftel.net/items/thumbs/large/aa037136-1e96-410a-ae83-6a0d249f05ac.jpg,전체 이용가,"이미자, 오세홍, 김정아, 이인성"
귀멸의 칼날 1기,애니,키즈,혈귀에게 가족을 잃고 여동생마저 혈귀로 변한 소년 탄지로가 여동생을 인간으로 되돌리고 가족의 복수를 하기 위해 '귀살대'가 되어 벌이는 사투를 그린 애니메이션.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230912_92%2F1694506681917JKuiy_JPEG%2F112afa5c76f6d18159a0d0e1d1057552.jpg,15세 이상,"하나에 나츠키, 키토 아카리, 시모노 히로, 마츠오카 요시츠구"
잘 먹고 잘 사는 법 플러스,예능,교양,"건강, 음식, 생활 전반에 대한 유익한 정보를 제공하는 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241101_58%2F17304482915595LWbd_JPEG%2F8d4005e61d600b66e4120154100e6ab4.jpg,전체 이용가,정보 없음
궁금한 이야기Y,예능,교양,우리 사회의 숨겨진 이야기들을 파헤치는 시사 교양 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F66%2F32%2F18%2F57_663218_poster_image_1580970839479.jpg,15세 이상,"김석훈, 정미선"
틈만 나면,예능,버라이어티,"일상 속 마주하는 잠깐의 틈새시간 사이에 '틈만 나면,'의 프로군단이 찾아가 행운을 선물하는 틈새 공략 로드 버라이어티",https://image.tmdb.org/t/p/w500/sHmyHLY9bRWqXEvBAivaFlAGwbT.jpg,15세 이상,"유재석, 유연석"
꼬마버스 타요,애니,키즈,"어느 날, 두리와 헤어져 우연히 버려진 장난감들의 나라로 가게 된 에이스. 에이스를 찾아 헤매던 타요와 친구들 또한 ‘장난감 나라’로 빨려 들어가게 된다. 그곳에서 갇혀있는 에이스를 발견한 것도 잠시, 타요와 친구들은 ‘장난감 나라’ 여왕에게 쫓기게 되는데… 과연 타요와 친구들은 여왕을 물리치고 에이스를 구해낼 수 있을까?",https://image.tmdb.org/t/p/w500/y9ugxLtAw8Qa4eULSoPhW9N8PFp.jpg,전체 이용가,"패트리샤 칼리스, 아라미스 멀린, 로빈 슬레이드"
오늘도 딩동댕,예능,가족예능,"딩딩, 동동, 댕댕이 출연하여 아이들의 눈높이에 맞춰 즐거운 놀이와 노래를 배우는 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_240%2F1742549720905U84wc_JPEG%2F57_36638210_poster_image_1742549720887.jpg,전체 이용가,"딩딩, 동동, 댕댕"
블루이,애니,키즈,"최초 공개되는 개인 녹취물과 기록 영상을 통해 루이 암스트롱의 삶을 그의 관점에서 알아보자. 경이로운 음악가이자 인권 운동가, 세계적으로 유명한 예술가의 모습까지, 이 놀라운 영화는 암스트롱의 잘 드러나지 않은 면을 보여 준다.",https://image.tmdb.org/t/p/w500/iHyxj7zsxlqLBT9Ch113wNUvTxv.jpg,전체 이용가,"루이 암스트롱, 나스, 윈튼 마살리스, 드와이트 D. 아이젠하워, 오슨 웰스"
EBS초대석,예능,토크쇼,각 분야의 명사들을 초대하여 심도 있는 이야기를 나누는 프로그램입니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F66%2F36%2F49%2F57_663649_poster_image_1594629878530.jpg,전체 이용가,정관용
EBS평생학교 1교시 [[친절한 주치의 혈관 건강 2강 다리로 가는 혈관에 문제가 생겼을 때..,예능,교양,고령화 사회로 진입하면서 교육 콘텐츠로부터 소외받는 시니어 층을 위해 평생교육법을 바탕으로 7개 주제로 나눈 신개념 평생교육 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230403_68%2F1680510606322Wo3DU_JPEG%2F57_31285970_poster_image_1680510606307.jpg,전체 이용가,정보 없음
EBS평생학교 2교시 [[현직 변호사에게 듣는 이혼과 상속 6강 상속 분쟁 우리 가족은 괜찮을..,예능,교양,고령화 사회로 진입하면서 교육 콘텐츠로부터 소외받는 시니어 층을 위해 평생교육법을 바탕으로 7개 주제로 나눈 신개념 평생교육 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230403_68%2F1680510606322Wo3DU_JPEG%2F57_31285970_poster_image_1680510606307.jpg,전체 이용가,정보 없음
위대한 수업 그레이트 마인즈 9강 조운 유비의 후계..,예능,"교육예능, 교양","대한민국 최고 지성들이 펼치는 수준 높은 강연 시리즈 '위대한 수업, 그레이트 마인즈'의 아홉 번째 시간. 삼국지의 영웅 조운이 유비의 후계자로서 어떤 역할을 했는지, 그의 리더십과 지략을 통해 역사적 의미를 심도 깊게 탐구한다.",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240926_216%2F1727336972138NxBJg_JPEG%2F57_poster_image_1727336972119.jpg,전체 이용가,정보 없음
위대한 수업 그레이트 마인즈 10강 조운 한중전투의..,예능,"교육예능, 교양",'위대한 수업 그레이트 마인즈' 시리즈의 열 번째 강연. 중국 삼국시대의 명장 조운이 활약한 한중 전투를 통해 역사적 의미와 전략을 깊이 있게 탐구하는 교육 프로그램입니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240926_216%2F1727336972138NxBJg_JPEG%2F57_poster_image_1727336972119.jpg,전체 이용가,정보 없음
샤샤 앤 마일로,애니,키즈,"고양이와 인간, 그리고 히어로의 모습으로 변신이 가능한 두 소년 소녀가 친구들과 함께 다양한 사건과 모험을 겪으면서 사람들을 돕는 영웅으로 성장해 나가는 내용의 애니메이션",https://image.tmdb.org/t/p/w500/583zx30vfR82MeJ1JwdPUdcUZxp.jpg,7세 이상,"샤샤, 마일로, 잇지, 루카, 시몬 & 베라"
위대한 수업 그레이트 마인즈 3강. 지능이 높으면 창의성도 ..,예능,교육예능,"EBS '위대한 수업 그레이트 마인즈'의 세 번째 강연으로, 세계적인 심리학자 로버트 스턴버그 교수가 지능과 창의성의 상관관계에 대해 심도 깊은 통찰을 제시하는 내용입니다.",https://image.ebs.co.kr/images/thumbnail/PG00000021316/PG00000021316_thumb_1.jpg,전체 이용가,로버트 스턴버그
